F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
68076,68082,0.000234,0.001143,0,0,0,0,0,0,1,0,0,0,0,-0,0,0,0,0,0
68083,68099,0.001166,0.00646,0.01072,258.63,0,0,0,0,1,0,0,25.34,13.62,-25.33,-14.73,0,0,0,0
68084,68085,0.005597,0.193396,0,80.99,0,0,1.00625,0,1,0,0,-2,-0.76,2,0.77,0,0,0,0
68084,68086,0.005374,0.192353,0,80.96,0,0,1.00625,0,1,0,0,-4,-1.5,4,1.54,0,0,0,0
68084,68087,0.000248,0.001033,0,0,0,0,0,0,1,0,0,6,2.26,-6,-2.26,0,0,0,0
68089,68088,5.9e-05,0.004563,0,1418.15,0,0,1.01875,0,1,0,0,-206.75,-209.01,206.8,212.71,0,0,0,0
68088,68091,8.1e-05,0.007287,0,1414.73,0,0,1,0,1,0,0,-161.23,-60.85,161.25,62.84,0,0,0,0
68088,68092,0.000123,0.010221,0,1412.81,0,0,1,0,1,0,0,-161.22,-60.05,161.25,62.84,0,0,0,0
68090,68089,0.000318,0.020586,0,630.97,0,0,1.00625,0,1,0,0,-56.85,-23.4,56.86,24.11,0,0,0,0
68089,68093,0.000299,0.001154,0,0,0,0,0,0,1,0,0,149.89,184.9,-149.74,-184.31,0,0,0,0
68089,68094,0.000247,0.001167,0,0,0,0,0,0,1,0,0,0,0,-0,0,0,0,0,0
68089,68095,0.000251,0.001107,0,0,0,0,0,0,1,0,0,0,0,-0,-0,0,0,0,0
68096,68097,0.004768,0.187324,0,75.62,0,0,1,0,1,0,0,-3.5,-1.32,3.5,1.34,0,0,0,0
68096,68098,0.556685,14.736679,0,0.65,0,0,1.01875,0,1,0,0,-0.5,-0.15,0.5,0.19,0,0,0,0
68096,68099,0.000223,0.001102,0,0,0,0,0,0,1,0,0,4,1.47,-4,-1.47,0,0,0,0
68100,68101,0.000299,0.001054,0,0,0,0,0,0,1,0,0,39.5,-4.38,-39.5,4.4,0,0,0,0
68103,68102,0.00258,0.08369,0,81.61,0,0,1.00625,0,1,0,0,4.91,5.37,-4.91,-5.33,0,0,0,0
68102,68105,0.000206,0.001098,0,0,0,0,0,0,1,0,0,4.91,5.33,-4.91,-5.33,0,0,0,0
68103,68104,0.005704,0.168166,0,78.83,0,0,1,0,1,0,0,-47.58,6.6,47.7,-3.07,0,0,0,0
68107,68106,0.000123,0.010053,0,1419.86,0,0,1,0,1,0,0,-287.71,-24.55,287.81,32.25,0,0,0,0
68106,68111,0.0001,0.000648,0,2529.25,0,0,1,0,1,0,0,-21.65,-10.03,21.65,10.04,0,0,0,0
68106,68112,0.000137,0.010043,0,1071.26,0,0,1,0,1,0,0,-21.65,-10.04,21.65,10.09,0,0,0,0
68106,68113,0.00015,0.012319,0,1053.15,0,0,1,0,1,0,0,-43.3,-19.92,43.3,20.18,0,0,0,0
68106,68115,0.000225,0.001169,0,0,0,0,0,0,1,0,0,-201.21,154.37,201.34,-153.68,0,0,0,0
68108,68107,0.00016,0.013274,0,746.57,0,0,1,0,1,0,0,-176.97,-29.33,177.02,33.29,0,0,0,0
68107,68114,0.000233,0.001128,0,0,0,0,0,0,1,0,0,110.7,-8.74,-110.67,8.87,0,0,0,0
68109,68111,0.000129,0.009856,0,1264.62,0,0,1,0,1,0,0,21.65,10.09,-21.65,-10.04,0,0,0,0
68110,68111,0.000129,0.009856,0,1264.62,0,0,1,0,1,0,0,0,0,-0,0,0,0,0,0
68117,68116,9.5e-05,0.008526,0,1476.59,0,0,1.025,0,1,0,0,-418.69,-246.43,418.91,265.94,0,0,0,0
68116,68121,0.0001,-0.000573,0,2837.93,0,0,1,0,1,0,0,-81.72,-41.34,81.73,41.29,0,0,0,0
68116,68122,0.000156,0.012749,0,1045.99,0,0,1,0,1,0,0,-40.86,-20.55,40.87,20.8,0,0,0,0
68118,68117,0.000107,0.008002,0,829.39,0,0,1.00625,0,1,0,0,-262.6,-81.27,262.67,86.92,0,0,0,0
68117,68123,0.000206,0.001197,0,0,0,0,0,0,1,0,0,156.01,159.51,-155.92,-158.96,0,0,0,0
68119,68121,0.0001,0.007973,0,1418.96,0,0,1,0,1,0,0,40.87,20.8,-40.86,-20.65,0,0,0,0
68120,68121,0.0001,0.007973,0,1418.96,0,0,1,0,1,0,0,40.87,20.8,-40.86,-20.65,0,0,0,0
68124,68125,0.000243,0.00108,0,0,0,0,0,0,1,0,0,5.8,-0.64,-5.8,0.64,0,0,0,0
68126,68127,0.003703,0.113267,0,113.97,0,0,1.0375,0,1,0,0,-18.99,1.34,19,-0.93,0,0,0,0
68126,68128,0.000273,0.00109,0,0,0,0,0,0,1,0,0,18.99,-1.34,-18.99,1.34,0,0,0,0
68129,68130,0.003884,0.10894,0,133.75,0,0,1,0,1,0,0,-37.45,6.85,37.5,-5.4,0,0,0,0
68129,68131,0.000234,0.001112,0,0,0,0,0,0,1,0,0,37.45,-6.85,-37.45,6.87,0,0,0,0
68133,68134,0.007763,0.235045,0,37.2,0,0,1.01875,0,1,0,0,-0.75,-0.29,0.75,0.29,0,0,0,0
68133,68135,0.009115,0.282729,0,37.01,0,0,1.01875,0,1,0,0,-0.75,-0.29,0.75,0.29,0,0,0,0
68133,68136,0.000258,0.001091,0,0,0,0,0,0,1,0,0,1.5,0.57,-1.5,-0.57,0,0,0,0
68138,68137,0.000109,0.007734,0,1387.81,0,0,1.01875,0,1,0,0,-170.96,-164.31,171.02,168.4,0,0,0,0
68137,68140,0.000141,0.012881,0,1352.52,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
68139,68138,0.000117,0.008145,0,580.36,0,0,1,0,1,0,0,-61.15,0.22,61.15,0.05,0,0,0,0
68138,68141,0.000216,0.001014,0,0,0,0,0,0,1,0,0,109.81,164.26,-109.73,-163.9,0,0,0,0
69001,69002,0.000261,0.001043,0,0,0,0,0,0,1,0,0,-62.41,-12.49,62.42,12.53,0,0,0,0
69256,69002,0.000369,0.002287,0.00274,295.68,0,0,0,0,1,0,0,-79.83,-33.64,79.86,33.5,0,0,0,0
69002,69403,0.000552,0.003411,0.00799,272.14,0,0,0,0,1,0,0,-32.48,43.64,32.49,-44.41,0,0,0,0
69002,69754,0.000295,0.001988,0.0013,302.72,0,0,0,0,1,0,0,-109.81,-89.66,109.86,89.89,0,0,0,0
69004,69003,0.000185,0.01344,0,974.7,0,0,1.025,0,1,0,0,-363.91,-188.53,364.21,210.29,0,0,0,0
69003,69005,0.000274,0.001121,0,0,0,0,0,0,1,0,0,62.42,14.77,-62.41,-14.73,0,0,0,0
69003,69006,0.00027,0.001001,0,0,0,0,0,0,1,0,0,-426.64,194.52,427.18,-192.51,0,0,0,0
69266,69004,0.000302,0.002137,0.00151,294.12,0,0,0,0,1,0,0,-84.18,-53.4,84.21,53.43,0,0,0,0
69004,69267,0.00056,0.003087,0.00461,309.29,0,0,0,0,1,0,0,124.85,47.51,-124.75,-47.5,0,0,0,0
69548,69004,0.000735,0.004461,0.00386,274.7,0,0,0,0,1,0,0,-58.39,-30.48,58.42,30.24,0,0,0,0
69004,69577,0.000177,0.001134,0.00141,301.8,0,0,0,0,1,0,0,96.44,57.35,-96.42,-57.37,0,0,0,0
69006,69485,6.7e-05,0.001101,0.09298,2532.33,0,0,0,0,1,0,0,340.85,183.65,-340.76,-192.24,0,0,0,0
69006,69661,7.7e-05,0.001163,0.16296,2754.92,0,0,0,0,1,0,0,-768.03,8.86,768.45,-20.36,0,0,0,0
69007,69008,0.000237,0.001185,0,0,0,0,0,0,1,0,0,62.42,21.99,-62.41,-21.94,0,0,0,0
69007,69009,0.000236,0.001172,0,0,0,0,0,0,1,0,0,-62.42,-21.99,62.43,22.04,0,0,0,0
69009,69185,0.000145,0.000903,0.00189,319.89,0,0,0,0,1,0,0,-159.3,-48.59,159.34,48.62,0,0,0,0
69231,69009,0.000498,0.003366,0.00186,300.4,0,0,0,0,1,0,0,-96.82,-26.43,96.87,26.55,0,0,0,0
69010,69011,0.000297,0.001014,0,0,0,0,0,0,1,0,0,71.55,7.36,-71.53,-7.31,0,0,0,0
69010,69016,0.000733,0.004559,0.00618,247.11,0,0,0,0,1,0,0,-23.26,-39.57,23.27,39,0,0,0,0
69357,69010,0.000506,0.002659,0.00645,267.46,0,0,0,0,1,0,0,38.05,-8.31,-38.04,7.66,0,0,0,0
69013,69012,0.004749,0.135218,0,95.42,0,0,1.025,0,1,0,0,-24.46,-9.42,24.5,10.31,0,0,0,0
69012,69014,0.000273,0.001168,0,0,0,0,0,0,1,0,0,64.44,10.02,-64.43,-9.98,0,0,0,0
69012,69144,0.00048,0.003121,0.00375,335.42,0,0,0,0,1,0,0,-234.08,-2.99,234.33,4.18,0,0,0,0
69326,69012,0.000205,0.001504,0.00084,307.06,0,0,0,0,1,0,0,-111.25,30.84,111.27,-30.75,0,0,0,0
69012,69421,0.00086,0.00517,0.0049,253.49,0,0,0,0,1,0,0,33.87,13.4,-33.86,-13.86,0,0,0,0
69013,69022,0.002284,0.009747,0.001,150.86,0,0,0,0,1,0,0,-85.06,-3.28,85.21,3.82,0,0,0,0
69015,69016,0.000213,0.001006,0,0,0,0,0,0,1,0,0,-16.41,-3.65,16.41,3.65,0,0,0,0
69016,69401,0.001022,0.005972,0.00382,285.77,0,0,0,0,1,0,0,-68.54,40.32,68.6,-40.38,0,0,0,0
69018,69017,0.005052,0.156648,0,96.2,0,0,1.00625,0,1,0,0,-25.07,-2.47,25.1,3.4,0,0,0,0
69017,69019,0.000285,0.001135,0,0,0,0,0,0,1,0,0,70.56,4.46,-70.55,-4.4,0,0,0,0
69017,69020,0.000253,0.001073,0,0,0,0,0,0,1,0,0,-95.67,-7.86,95.69,7.95,0,0,0,0
69294,69018,0.001804,0.007579,0.00067,124.64,0,0,0,0,1,0,0,-25.06,-2.5,25.07,2.47,0,0,0,0
69288,69020,0.000377,0.002027,0.00219,266.68,0,0,0,0,1,0,0,-37.21,-4.94,37.22,4.73,0,0,0,0
69020,69746,0.000311,0.002035,0.00204,313.2,0,0,0,0,1,0,0,-132.91,-12.68,132.96,12.79,0,0,0,0
69022,69021,0.004606,0.158112,0,85.1,0,0,1.01875,0,1,0,0,-14.25,-2.1,14.26,2.41,0,0,0,0
69021,69023,0.000232,0.001135,0,0,0,0,0,0,1,0,0,81.57,17.07,-81.55,-17,0,0,0,0
69021,69024,0.00029,0.001087,0,0,0,0,0,0,1,0,0,-95.83,-19.48,95.85,19.58,0,0,0,0
69024,69337,0.001074,0.005899,0.01631,303.4,0,0,0,0,1,0,0,-100.33,-12.2,100.43,11.02,0,0,0,0
69024,69421,0.00043,0.002761,0.00156,236.17,0,0,0,0,1,0,0,4.48,-7.38,-4.48,7.22,0,0,0,0
69025,69026,0.000281,0.00106,0,0,0,0,0,0,1,0,0,-36.61,-12.97,36.62,12.99,0,0,0,0
69025,69027,0.000236,0.001121,0,0,0,0,0,0,1,0,0,36.61,12.97,-36.61,-12.96,0,0,0,0
69401,69026,0.000466,0.002159,0.00451,306.1,0,0,0,0,1,0,0,-116.66,35.85,116.73,-36.03,0,0,0,0
69026,69419,0.000911,0.005151,0.00917,319.08,0,0,0,0,1,0,0,-153.35,23.04,153.55,-22.86,0,0,0,0
69028,69029,0.000215,0.001184,0,0,0,0,0,0,1,0,0,-36.61,-2.47,36.61,2.48,0,0,0,0
69029,69237,0.000459,0.003278,0.006,297,0,0,0,0,1,0,0,-86.63,23.87,86.66,-24.28,0,0,0,0
69029,69274,0.000518,0.003699,0.00419,282.9,0,0,0,0,1,0,0,58.65,9.56,-58.64,-9.9,0,0,0,0
69328,69029,0.000193,0.001082,0.001,230.1,0,0,0,0,1,0,0,8.64,35.82,-8.64,-35.92,0,0,0,0
69030,69075,0.000911,0.005416,0.00319,294.45,0,0,0,0,1,0,0,-89.84,-58.05,89.93,58.27,0,0,0,0
69031,69032,0.000284,0.00117,0,0,0,0,0,0,1,0,0,58.64,20.7,-58.63,-20.65,0,0,0,0
69031,69041,0.000938,0.005388,0.01216,279.63,0,0,0,0,1,0,0,-51.4,16.93,51.42,-18.11,0,0,0,0
69353,69031,0.00037,0.002379,0.00298,199.73,0,0,0,0,1,0,0,7.25,37.33,-7.24,-37.63,0,0,0,0
69033,69034,0.000203,0.001019,0,0,0,0,0,0,1,0,0,55.41,19.79,-55.41,-19.76,0,0,0,0
69033,69035,0.00025,0.001074,0,0,0,0,0,0,1,0,0,-55.41,-19.79,55.42,19.83,0,0,0,0
69035,69173,0.000397,0.002177,0.00167,280.66,0,0,0,0,1,0,0,56.53,-45.77,-56.51,45.7,0,0,0,0
69192,69035,0.000812,0.004575,0.00316,287.39,0,0,0,0,1,0,0,-70.41,-26.23,70.45,26.13,0,0,0,0
69035,69724,0.000923,0.005721,0.01309,326.96,0,0,0,0,1,0,0,-182.41,-0.18,182.69,0.53,0,0,0,0
69036,69264,0.000621,0.004627,0.00563,245.48,0,0,0,0,1,0,0,-1.92,57.56,1.94,-58.02,0,0,0,0
69036,69398,0.000651,0.003896,0.00181,234.6,0,0,0,0,1,0,0,16.72,-46.52,-16.7,46.41,0,0,0,0
69036,69436,0.001172,0.008264,0.01148,281.28,0,0,0,0,1,0,0,-46.65,-17.12,46.68,16.06,0,0,0,0
69037,69038,0.000282,0.001009,0,0,0,0,0,0,1,0,0,-31.85,55.04,31.87,-55,0,0,0,0
69038,69225,0.000361,0.002112,0.0012,252.22,0,0,0,0,1,0,0,-26.88,27.08,26.88,-27.18,0,0,0,0
69038,69338,0.000294,0.001773,0.00137,225.95,0,0,0,0,1,0,0,-4.99,27.92,4.99,-28.06,0,0,0,0
69039,69040,0.000244,0.001126,0,0,0,0,0,0,1,0,0,-36.75,-15.38,36.76,15.4,0,0,0,0
69040,69237,0.000346,0.002039,0.00183,303.72,0,0,0,0,1,0,0,-105.54,-13.13,105.57,13.14,0,0,0,0
69040,69358,0.000767,0.004536,0.00367,286.56,0,0,0,0,1,0,0,68.78,-2.27,-68.75,2.07,0,0,0,0
69041,69113,0.000228,0.001567,0.00122,254.79,0,0,0,0,1,0,0,35.29,6.36,-35.28,-6.47,0,0,0,0
69041,69369,0.000488,0.003348,0.00247,331.85,0,0,0,0,1,0,0,-96.88,-20.58,96.92,20.62,0,0,0,0
69041,69369,0.000488,0.003348,0.00247,331.85,0,0,0,0,1,0,0,-96.88,-20.58,96.92,20.62,0,0,0,0
69041,69406,0.000758,0.004487,0.00433,283.47,0,0,0,0,1,0,0,58.27,40.33,-58.24,-40.59,0,0,0,0
69042,69045,0.000608,0.035825,0,1084.9,0,0,1,0,1,0,0,380.45,55.59,-379.63,-7.02,0,0,0,0
69042,69046,0.000268,0.001053,0,0,0,0,0,0,1,0,0,62.32,18.33,-62.31,-18.29,0,0,0,0
69042,69047,0.000218,0.001048,0,0,0,0,0,0,1,0,0,-442.77,70.57,443.18,-68.63,0,0,0,0
69042,69048,0.000292,0.001014,0,0,0,0,0,0,1,0,0,-0,0,0,0,0,0,0,0
69042,69049,0.000288,0.001134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69043,69045,-0.000327,-0.019284,0,984.9,0,0,1,0,1,0,0,-380.07,-33.16,379.63,7.02,0,0,0,0
69043,69144,0.000292,0.002118,0.00208,339.23,0,0,0,0,1,0,0,94.34,12.43,-94.31,-12.47,0,0,0,0
69043,69144,0.000292,0.002118,0.00208,339.23,0,0,0,0,1,0,0,94.34,12.43,-94.31,-12.47,0,0,0,0
69043,69144,0.000292,0.002118,0.00208,339.23,0,0,0,0,1,0,0,94.34,12.43,-94.31,-12.47,0,0,0,0
69043,69357,0.001404,0.008061,0.00718,306.58,0,0,0,0,1,0,0,114.8,10.77,-114.62,-10.54,0,0,0,0
69044,69045,0.001633,0.096281,0,100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69050,69053,0.0001,-0.001228,0,245.79,0,0,1,0,1,0,0,-0,0,0,0,0,0,0,0
69050,69054,0.000233,0.001051,0,0,0,0,0,0,1,0,0,62.32,8.05,-62.31,-8.02,0,0,0,0
69050,69055,0.000215,0.00107,0,0,0,0,0,0,1,0,0,-62.32,-8.05,62.33,8.09,0,0,0,0
69051,69053,0.002135,0.061727,0,122.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69052,69053,0.002135,0.061727,0,122.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69055,69126,0.000598,0.003758,0.0022,250.41,0,0,0,0,1,0,0,20.93,-17.7,-20.92,17.48,0,0,0,0
69055,69499,0.000267,0.001385,0.00074,292.83,0,0,0,0,1,0,0,-83.25,9.6,83.27,-9.59,0,0,0,0
69056,69057,0.000267,0.001154,0,0,0,0,0,0,1,0,0,38.13,7.99,-38.12,-7.97,0,0,0,0
69056,69281,0.000506,0.003436,0.00506,305.77,0,0,0,0,1,0,0,-122.7,-32.42,122.78,32.38,0,0,0,0
69056,69334,0.001082,0.006656,0.00495,289.07,0,0,0,0,1,0,0,84.58,24.43,-84.5,-24.48,0,0,0,0
69350,69058,0.000454,0.002277,0.00051,277.52,0,0,0,0,1,0,0,58.28,10.36,-58.26,-10.34,0,0,0,0
69058,69480,0.000487,0.003464,0.00145,225.72,0,0,0,0,1,0,0,8.96,-13.85,-8.96,13.7,0,0,0,0
69059,69060,0.000268,0.001044,0,0,0,0,0,0,1,0,0,50.18,1.92,-50.18,-1.9,0,0,0,0
69216,69059,0.001295,0.007137,0.00467,245.87,0,0,0,0,1,0,0,-16.66,-13.76,16.66,13.28,0,0,0,0
69059,69286,0.000378,0.002069,0.00218,285.49,0,0,0,0,1,0,0,-66.85,-15.21,66.86,15.06,0,0,0,0
69061,69062,0.000216,0.001168,0,0,0,0,0,0,1,0,0,50.18,11.83,-50.18,-11.8,0,0,0,0
69061,69063,0.000297,0.001048,0,0,0,0,0,0,1,0,0,-50.18,-11.83,50.19,11.85,0,0,0,0
69063,69260,0.001053,0.006329,0.0021,314.04,0,0,0,0,1,0,0,143.29,7.89,-143.09,-6.92,0,0,0,0
69063,69534,0.001397,0.008186,0.00513,327.83,0,0,0,0,1,0,0,-193.48,-19.75,193.97,22.04,0,0,0,0
69064,69185,0.000577,0.002997,0.00366,288.03,0,0,0,0,1,0,0,-60.28,-41.1,60.31,40.85,0,0,0,0
69064,69195,0.000229,0.001498,0.00142,263.75,0,0,0,0,1,0,0,-36.19,-28.11,36.2,27.99,0,0,0,0
69066,69065,0.005946,0.190319,0,79.38,0,0,1.01875,0,1,0,0,-8.66,-6.82,8.67,7.04,0,0,0,0
69065,69067,0.000259,0.001056,0,0,0,0,0,0,1,0,0,36.72,8,-36.72,-7.99,0,0,0,0
69065,69068,0.000215,0.001144,0,0,0,0,0,0,1,0,0,-45.39,-15.05,45.39,15.07,0,0,0,0
69517,69066,0.002203,0.006577,0.00055,115.5,0,0,0,0,1,0,0,-8.66,-6.87,8.66,6.82,0,0,0,0
69069,69068,0.000385,0.00205,0.00101,308.64,0,0,0,0,1,0,0,133.89,5.8,-133.83,-5.57,0,0,0,0
69536,69068,0.000193,0.001062,0.00344,291.24,0,0,0,0,1,0,0,-88.42,9.21,88.43,-9.5,0,0,0,0
69069,69070,0.000292,0.001189,0,0,0,0,0,0,1,0,0,70.16,14.85,-70.15,-14.79,0,0,0,0
69454,69069,0.000289,0.001696,0.00122,330.44,0,0,0,0,1,0,0,204.16,21.18,-204.05,-20.65,0,0,0,0
69071,69072,0.00021,0.0011,0,0,0,0,0,0,1,0,0,68.19,25.33,-68.18,-25.28,0,0,0,0
69071,69310,0.000218,0.0012,0.00199,332.4,0,0,0,0,1,0,0,-198,-11.55,198.08,11.77,0,0,0,0
69071,69528,0.000591,0.003402,0.00832,313.06,0,0,0,0,1,0,0,129.82,-13.78,-129.72,13.41,0,0,0,0
69073,69531,0.000132,0.000773,0.00082,299.39,0,0,0,0,1,0,0,98.28,-13.28,-98.27,13.26,0,0,0,0
69667,69073,0.001169,0.006871,0.00277,321.94,0,0,0,0,1,0,0,171.12,6.55,-170.8,-5,0,0,0,0
69075,69074,0.00022,0.014158,0,1008.38,0,0,1.025,0,1,0,0,-406.78,-179.59,407.2,206.51,0,0,0,0
69074,69076,0.000278,0.001108,0,0,0,0,0,0,1,0,0,88.63,8.68,-88.61,-8.6,0,0,0,0
69533,69074,8.3e-05,0.00121,0.09411,2677.32,0,0,0,0,1,0,0,-632.2,-208.47,632.53,203.07,0,0,0,0
69075,69094,0.000712,0.004685,0.00506,291.83,0,0,0,0,1,0,0,82.22,39.49,-82.17,-39.68,0,0,0,0
69104,69075,0.000992,0.006085,0.00643,315.31,0,0,0,0,1,0,0,-139.95,-38.96,140.14,39.44,0,0,0,0
69077,69078,0.000281,0.00116,0,0,0,0,0,0,1,0,0,39.11,15.74,-39.1,-15.72,0,0,0,0
69077,69079,0.000202,0.00114,0,0,0,0,0,0,1,0,0,-39.11,-15.74,39.11,15.76,0,0,0,0
69103,69079,0.000582,0.00315,0.00442,246.92,0,0,0,0,1,0,0,31.48,2.78,-31.48,-3.22,0,0,0,0
69079,69272,0.000878,0.005564,0.00428,246.69,0,0,0,0,1,0,0,-7.64,-12.54,7.64,12.09,0,0,0,0
69080,69081,0.000231,0.001122,0,0,0,0,0,0,1,0,0,68.67,1.53,-68.66,-1.49,0,0,0,0
69080,69179,0.001074,0.006154,0.00861,203.24,0,0,0,0,1,0,0,-7.2,35.36,7.21,-36.21,0,0,0,0
69080,69229,0.000242,0.001435,0.00176,284.84,0,0,0,0,1,0,0,-61.47,-36.89,61.49,36.77,0,0,0,0
69082,69083,0.000203,0.001155,0,0,0,0,0,0,1,0,0,51.92,27.11,-51.91,-27.07,0,0,0,0
69082,69179,0.000178,0.000932,0.0014,308.05,0,0,0,0,1,0,0,113.5,11.63,-113.48,-11.67,0,0,0,0
69082,69775,0.001101,0.006986,0.00861,324.24,0,0,0,0,1,0,0,-165.42,-38.74,165.71,39.66,0,0,0,0
69084,69085,0.000209,0.001065,0,0,0,0,0,0,1,0,0,58.28,17.13,-58.27,-17.09,0,0,0,0
69084,69288,0.00038,0.002483,0.002,281.18,0,0,0,0,1,0,0,57.86,-0.73,-57.85,0.59,0,0,0,0
69746,69084,0.000363,0.001741,0.00108,306.26,0,0,0,0,1,0,0,116.19,16.51,-116.14,-16.4,0,0,0,0
69086,69089,0.001599,0.051926,0,201.51,0,0,1,0,1,0,0,32.88,-0.67,-32.86,1.19,0,0,0,0
69086,69090,0.000276,0.001058,0,0,0,0,0,0,1,0,0,58.28,12.97,-58.27,-12.93,0,0,0,0
69086,69091,0.000239,0.001046,0,0,0,0,0,0,1,0,0,-91.16,-12.3,91.18,12.38,0,0,0,0
69087,69089,0.001501,0.048722,0,101.51,0,0,1,0,1,0,0,-32.85,1.68,32.86,-1.19,0,0,0,0
69087,69348,0.001632,0.007036,0.00081,122.84,0,0,0,0,1,0,0,-22.08,1.69,22.09,-1.74,0,0,0,0
69088,69089,0.019634,0.637398,0,100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69091,69406,0.000538,0.003051,0.00673,296.7,0,0,0,0,1,0,0,-91.18,-12.38,91.22,11.89,0,0,0,0
69092,69093,0.000232,0.001024,0,0,0,0,0,0,1,0,0,62.02,16.57,-62.01,-16.53,0,0,0,0
69092,69475,0.000382,0.002454,0.00151,288.86,0,0,0,0,1,0,0,73.09,19.28,-73.07,-19.31,0,0,0,0
69092,69702,0.001019,0.005269,0.00455,312.52,0,0,0,0,1,0,0,-135.11,-35.85,135.29,36.3,0,0,0,0
69094,69097,-0.000236,-0.00841,0,245.44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69094,69098,0.000268,0.001182,0,0,0,0,0,0,1,0,0,62.03,20.94,-62.01,-20.89,0,0,0,0
69095,69097,0.002627,0.093547,0,122.72,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69096,69097,0.002627,0.093547,0,122.72,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69099,69100,0.000261,0.001004,0,0,0,0,0,0,1,0,0,39.07,7.83,-39.06,-7.81,0,0,0,0
69099,69179,0.000322,0.002049,0.00225,467.65,0,0,0,0,1,0,0,-109.77,-35.24,109.81,35.25,0,0,0,0
69099,69185,0.000689,0.00391,0.00492,446.51,0,0,0,0,1,0,0,70.7,27.41,-70.67,-27.74,0,0,0,0
69101,69232,0.001239,0.00597,0.0067,304.92,0,0,0,0,1,0,0,115.35,47.75,-115.17,-47.62,0,0,0,0
69680,69101,0.00012,0.000621,0.00062,321.75,0,0,0,0,1,0,0,172.22,53.23,-172.18,-53.11,0,0,0,0
69102,69103,0.000263,0.001146,0,0,0,0,0,0,1,0,0,-40.06,-17.69,40.06,17.71,0,0,0,0
69103,69492,0.000461,0.002772,0.00481,289.6,0,0,0,0,1,0,0,63.57,13.99,-63.56,-14.39,0,0,0,0
69525,69103,0.000483,0.002857,0.00381,313.12,0,0,0,0,1,0,0,135.2,34.58,-135.12,-34.47,0,0,0,0
69106,69105,0.00291,0.101103,0,86.14,0,0,1,0,1,0,0,-15.74,5.33,15.75,-5.07,0,0,0,0
69105,69107,0.000249,0.001116,0,0,0,0,0,0,1,0,0,-63.94,-1.92,63.95,1.96,0,0,0,0
69105,69108,0.000232,0.001008,0,0,0,0,0,0,1,0,0,48.2,6.99,-48.19,-6.97,0,0,0,0
69105,69109,0.00024,0.001182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69476,69106,0.00254,0.009929,0.00071,125.23,0,0,0,0,1,0,0,24.46,-2.16,-24.44,2.14,0,0,0,0
69106,69483,0.001995,0.007727,0.00162,133.81,0,0,0,0,1,0,0,40.18,-7.47,-40.15,7.41,0,0,0,0
69107,69235,0.000287,0.001792,0.00503,282.64,0,0,0,0,1,0,0,-63.95,-1.96,63.96,1.49,0,0,0,0
69110,69111,0.000231,0.001106,0,0,0,0,0,0,1,0,0,26.82,1.91,-26.82,-1.9,0,0,0,0
69110,69112,0.000237,0.001012,0,0,0,0,0,0,1,0,0,-26.82,99.98,26.85,-99.88,0,0,0,0
69173,69112,0.000222,0.001368,0.0019,243.63,0,0,0,0,1,0,0,13.58,-57.38,-13.57,57.22,0,0,0,0
69303,69113,0.00047,0.002641,0.00167,233.21,0,0,0,0,1,0,0,1.83,7.39,-1.83,-7.57,0,0,0,0
69115,69114,0.003418,0.090069,0,97.63,0,0,1,0,1,0,0,-23.25,3.83,23.27,-3.37,0,0,0,0
69114,69116,0.000278,0.001031,0,0,0,0,0,0,1,0,0,37.11,8.23,-37.11,-8.21,0,0,0,0
69114,69555,0.000688,0.004172,0.01192,282.24,0,0,0,0,1,0,0,-60.39,-4.85,60.41,3.71,0,0,0,0
69117,69220,0.000393,0.002098,0.00531,311.42,0,0,0,0,1,0,0,-135.73,19.26,135.79,-19.47,0,0,0,0
69263,69117,0.000448,0.002627,0.00188,277.34,0,0,0,0,1,0,0,-50.79,15.9,50.8,-16.04,0,0,0,0
69117,69461,0.000602,0.002953,0.00673,283.62,0,0,0,0,1,0,0,72.97,-6.5,-72.94,5.91,0,0,0,0
69118,69119,0.000294,0.001133,0,0,0,0,0,0,1,0,0,-30.04,-2.91,30.04,2.92,0,0,0,0
69118,69120,0.000203,0.001172,0,0,0,0,0,0,1,0,0,0,0,-0,0,0,0,0,0
69119,69223,0.001185,0.007588,0.00629,269.89,0,0,0,0,1,0,0,43.3,24.53,-43.27,-25.03,0,0,0,0
69119,69285,0.000852,0.006293,0.00455,299.85,0,0,0,0,1,0,0,110.15,20.75,-110.05,-20.5,0,0,0,0
