BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
62305,2,0,0,0,0,61,1.0463217,-77.889728,24,1,1.1,0.9,33.63,0,0,0
62306,2,0,0,0,0,61,1.0461822,-77.917339,13.8,1,1.1,0.9,33.64,0,0,0
62307,2,0,0,0,0,61,1.0473934,-77.508369,13.8,1,1.1,0.9,33.63,0,0,0
62308,1,0,0,0,0,61,1.0425876,-78.930676,500,1,1.1,0.9,33.66,-0.01,0,0
62309,1,0,0,0,0,61,1.043,-78.948361,500,1,1.1,0.9,33.65,0,0,0
62310,1,0,0,0,0,61,1.0405573,-81.62306,230,1,1.1,0.9,33.77,0.03,0,0
62311,1,0,0,0,0,61,1.0403203,-81.152209,230,1,1.1,0.9,33.69,0.04,0,0
62312,1,0,0,0,0,61,1.0440996,-84.426618,115,1,1.1,0.9,33.79,0.03,0,0
62313,2,0,0,0,0,61,1.0585804,-79.211143,13.8,1,1.1,0.9,33.65,0.02,0,0
62314,1,0,0,0,0,61,1.0412831,-81.1562,230,1,1.1,0.9,33.69,0.03,0,0
62315,1,0,0,0,0,61,1.0403203,-81.152209,230,1,1.1,0.9,33.69,0.04,0,0
62316,2,0,0,0,0,61,1.0311265,-87.42821,115,1,1.1,0.9,34.34,0.17,0,0
62317,1,0,0,0,0,61,1.0465808,-82.660692,500,1,1.1,0.9,34.05,0,0,0
62318,1,0,0,0,0,61,1.0476869,-85.549947,230,1,1.1,0.9,34.08,0.06,0,0
62319,1,0,0,0,0,61,1.0506165,-86.492016,115,1,1.1,0.9,34.07,0.06,0,0
62320,1,0,0,0,0,61,1.0522259,-86.972261,18,1,1.1,0.9,34.07,0.06,0,0
62321,1,0,0,0,0,61,1.0522259,-86.972261,1,1,1.1,0.9,34.07,0.06,0,0
62322,2,0,0,0,0,61,1.0649789,-76.101582,18,1,1.1,0.9,33.95,0,0,0
62323,2,0,0,0,0,61,1.0465808,-82.660692,13.8,1,1.1,0.9,34.05,0,0,0
62324,2,0,0,0,0,61,1.013186,-84.038043,20,1,1.1,0.9,34.04,0.06,0,0
62325,2,0,0,0,0,61,1.0132212,-83.916094,13.8,1,1.1,0.9,34.02,0.07,0,0
62326,1,0,0,0,0,61,1.0468263,-85.768012,230,1,1.1,0.9,34.13,0.06,0,0
62327,1,0,0,0,0,61,1.0476869,-85.549947,230,1,1.1,0.9,34.08,0.06,0,0
62328,1,0,0,0,0,61,1.0238421,-86.792762,230,1,1.1,0.9,34.24,0.13,0,0
62329,1,0,0,0,0,61,1.041,-88.191211,115,1,1.1,0.9,34.33,0.04,0,0
62330,2,0,0,0,0,61,1.0087255,-86.784518,18,1,1.1,0.9,34.26,0,0,0
62331,2,0,0,0,0,61,1.0087255,-86.784518,18,1,1.1,0.9,34.26,0,0,0
62332,1,0,0,0,0,61,0.9989672,-87.986245,1,1,1.1,0.9,34.32,0.04,0,0
62333,2,0,0,0,0,61,1.0069576,-84.739839,18,1,1.1,0.9,34.12,0,0,0
62334,1,0,0,0,0,61,1.0251334,-86.782538,230,1,1.1,0.9,34.23,0.11,0,0
62335,1,0,0,0,0,61,1.0238421,-86.792762,230,1,1.1,0.9,34.24,0.13,0,0
62336,1,0,0,0,98,61,1.046,-77.977297,500,1,1.1,0.9,33.53,0,0,0
62337,1,0,0,0,0,61,1.0450429,-80.963482,230,1,1.1,0.9,33.66,0.01,0,0
62338,1,0,0,0,0,61,1.0461071,-83.681804,115,1,1.1,0.9,33.64,0.03,0,0
62339,1,0,0,0,0,61,1.0476175,-83.18572,100,1,1.1,0.9,33.67,0.03,0,0
62340,2,0,0,0,0,61,1.0523026,-76.162083,13.8,1,1.1,0.9,33.5,0,0,0
62341,2,0,0,0,0,61,1.052098,-76.201896,13.8,1,1.1,0.9,33.51,0,0,0
62342,2,0,0,0,0,61,1.0506118,-76.686573,13.2,1,1.1,0.9,33.51,0,0,0
62343,2,0,0,0,0,61,1.0515911,-76.424161,13.8,1,1.1,0.9,33.5,0,0,0
62344,1,0,0,0,0,61,1.0449344,-78.274412,500,1,1.1,0.9,33.6,0,0,0
62345,2,0,0,0,0,61,1.0432189,-76.558992,500,1,1.1,0.9,33.47,0.01,0,0
62346,1,0,0,0,0,61,1.0431242,-77.444119,230,1,1.1,0.9,33.45,0.02,0,0
62347,1,0,0,0,0,61,1.0425711,-79.216883,115,1,1.1,0.9,33.47,0,0,0
62348,1,0,0,0,51,61,1.0433863,-76.5421,500,1,1.1,0.9,33.47,0.01,0,0
62349,1,0,0,0,0,61,1.0432189,-76.558992,500,1,1.1,0.9,33.47,0.01,0,0
62350,2,0,0,0,0,61,1.0411454,-79.230383,115,1,1.1,0.9,33.47,0.02,0,0
62351,1,0,0,0,180,61,1.0421896,-83.611263,230,1,1.1,0.9,33.96,-0.01,0,0
62352,2,0,0,0,0,61,1.044,-86.065882,115,1,1.1,0.9,33.94,0,0,0
62353,1,0,0,0,0,61,1.0457272,-86.829869,100,1,1.1,0.9,34.05,0.01,0,0
62354,1,0,0,0,0,61,1.0429321,-86.157128,115,1,1.1,0.9,33.97,0.01,0,0
62355,1,0,0,0,0,61,1.04101,-83.541919,230,1,1.1,0.9,33.95,0.01,0,0
62356,1,0,0,0,0,61,1.0402449,-79.279115,115,1,1.1,0.9,33.41,0.09,0,0
62357,2,0,0,0,0,61,1.0313374,-74.655478,20,1,1.1,0.9,33.15,0.14,0,0
62358,1,0,0,0,0,61,1.0402245,-79.307226,115,1,1.1,0.9,33.42,0.09,0,0
62359,1,0,0,0,0,61,1.0408862,-80.682825,500,1,1.1,0.9,33.88,0.03,0,0
62360,1,0,0,0,0,61,1.0465819,-80.970902,230,1,1.1,0.9,33.9,0.02,0,0
62361,1,0,0,0,0,61,1.044901,-83.910577,115,1,1.1,0.9,34.18,0.04,0,0
62362,2,0,0,0,0,61,1.0115244,-80.449686,13.8,1,1.1,0.9,33.87,0.03,0,0
62363,2,0,0,0,0,61,1.0115244,-80.449686,13.8,1,1.1,0.9,33.87,0.03,0,0
62364,1,0,0,0,0,61,1.0093305,-80.687392,1,1,1.1,0.9,33.88,0.03,0,0
62365,2,0,0,0,0,61,1.0160218,-79.954743,13.8,1,1.1,0.9,33.86,0.03,0,0
62366,2,0,0,0,0,61,1.0115875,-80.439867,13.8,1,1.1,0.9,33.87,0.03,0,0
62367,1,0,0,0,0,61,1.0459447,-80.966881,230,1,1.1,0.9,33.9,0.03,0,0
62368,1,0,0,0,0,61,1.0465819,-80.970902,230,1,1.1,0.9,33.9,0.02,0,0
62369,1,0,0,0,0,61,1.0413021,-80.706371,500,1,1.1,0.9,33.88,0.03,0,0
62370,1,0,0,0,0,61,1.0344123,-83.764366,115,1,1.1,0.9,34.18,0.15,0,0
62371,2,0,0,0,0,61,1.023799,-83.54691,13.8,1,1.1,0.9,34.17,0.15,0,0
62372,2,0,0,0,0,61,1.0232522,-83.59959,13.8,1,1.1,0.9,34.18,0.15,0,0
62373,2,0,0,0,0,61,1.0240395,-83.529008,13.8,1,1.1,0.9,34.17,0.14,0,0
62374,1,0,0,0,0,61,1.0343906,-83.765722,115,1,1.1,0.9,34.19,0.15,0,0
62375,1,0,0,0,0,61,1.0344123,-83.764366,115,1,1.1,0.9,34.18,0.15,0,0
62376,2,0,0,0,0,61,1.0432686,-84.238125,115,1,1.1,0.9,33.77,0.04,0,0
62377,1,0,0,0,0,61,1.0432197,-84.269805,115,1,1.1,0.9,33.78,0.04,0,0
62378,1,0,0,0,0,61,1.041,-77.398464,115,1,1.1,0.9,33.18,0.04,0,0
62379,2,0,0,0,0,61,1.01014,-71.21874,13.8,1,1.1,0.9,32.85,0,0,0
62380,1,0,0,0,0,61,1.0405832,-77.458183,115,1,1.1,0.9,33.2,0.05,0,0
62381,2,0,0,0,0,61,1.0309367,-87.367894,115,1,1.1,0.9,34.22,0.11,0,0
62382,2,0,0,0,0,61,1.038,-87.131995,100,1,1.1,0.9,34.04,0,0,0
62383,1,0,0,0,0,61,1.0308261,-87.379242,115,1,1.1,0.9,34.22,0.11,0,0
62384,1,0,0,0,0,61,1.0309367,-87.367894,115,1,1.1,0.9,34.22,0.11,0,0
62385,1,0,0,0,0,61,1.0309367,-87.367894,115,1,1.1,0.9,34.22,0.11,0,0
62386,1,0,0,0,-390,61,1.04,-71.770057,500,1,1.1,0.9,32.92,0.01,0,0
62387,1,0,0,0,0,61,1.0475058,-74.364036,230,1,1.1,0.9,32.98,0.04,0,0
62388,1,0,0,0,0,61,1.0503245,-76.455342,115,1,1.1,0.9,32.98,0.06,0,0
62389,2,0,0,0,0,61,1.0412601,-69.053176,13.8,1,1.1,0.9,32.86,0,0,0
62390,2,0,0,0,0,61,1.0428875,-70.859912,13.8,1,1.1,0.9,32.9,0,0,0
62391,1,0,0,0,0,61,1.04029,-72.42082,500,1,1.1,0.9,33.08,-0.01,0,0
62392,1,0,0,0,0,61,1.0472005,-74.477857,230,1,1.1,0.9,33.02,0.03,0,0
62393,2,0,0,0,0,61,1.039,-78.87414,115,1,1.1,0.9,33.46,0,0,0
62394,2,0,0,0,0,61,1.0370154,-77.938237,115,1,1.1,0.9,33.34,0.09,0,0
62395,1,0,0,0,0,61,1.0369722,-77.950435,115,1,1.1,0.9,33.35,0.09,0,0
62396,1,0,0,0,0,61,1.0370154,-77.938237,115,1,1.1,0.9,33.34,0.09,0,0
62397,1,0,0,0,0,61,1.0370154,-77.938237,115,1,1.1,0.9,33.34,0.09,0,0
62398,1,0,0,0,163,61,1.0440001,-80.83552,500,1,1.1,0.9,33.89,0,0,0
62399,1,0,0,0,0,61,1.0450816,-81.82917,230,1,1.1,0.9,33.88,0.02,0,0
62400,1,0,0,0,0,61,1.039241,-83.896952,115,1,1.1,0.9,33.92,0.06,0,0
62401,1,0,0,0,0,61,1.0372321,-84.754894,13.8,1,1.1,0.9,33.94,0.08,0,0
62402,1,0,0,0,0,61,1.0372321,-84.754894,1,1,1.1,0.9,33.94,0.08,0,0
62403,2,0,0,0,0,61,1.0337884,-79.660119,13.8,1,1.1,0.9,33.87,0,0,0
62404,1,0,0,0,0,61,1.0438055,-81.845327,230,1,1.1,0.9,33.89,0.03,0,0
62405,1,0,0,0,0,61,1.0450816,-81.82917,230,1,1.1,0.9,33.88,0.02,0,0
62406,2,0,0,0,0,61,1.0355339,-88.043546,115,1,1.1,0.9,34.31,0.06,0,0
63001,1,29.42,5.35,0,0,63,1.0234258,-72.609939,69,1,1.1,0.9,33.6,0.46,0,0
63002,1,0,0,0,0,63,1.0235622,-72.594128,69,1,1.1,0.9,33.59,0.46,0,0
63003,1,13.37,5.65,0,0,63,1.0442536,-68.279336,69,1,1.1,0.9,32.29,0.3,0,0
63004,1,48.44,1.45,0,0,63,1.0285717,-68.456305,138,1,1.1,0.9,32.66,0.2,0,0
63005,1,48.44,11.13,0,0,63,1.043263,-70.932377,69,1,1.1,0.9,32.55,0.33,0,0
63006,1,0,0,0,0,63,1.0151245,-68.128228,138,1,1.1,0.9,32.62,0.29,0,0
63007,1,57.04,20.9,0,0,63,1.0402993,-71.760645,69,1,1.1,0.9,32.8,0.33,0,0
63008,1,0,0,0,0,63,1.0157514,-68.070061,138,1,1.1,0.9,32.6,0.29,0,0
63009,1,0,0,0,0,63,1.0201746,-66.204483,138,1,1.1,0.9,32.38,0.25,0,0
63010,1,0,0,0,0,63,1.0447739,-70.79101,69,1,1.1,0.9,32.48,0.31,0,0
63011,1,57.04,17.87,0,0,63,1.0198323,-66.234802,138,1,1.1,0.9,32.39,0.26,0,0
63012,1,0,0,0,0,63,1.0216196,-65.988913,138,1,1.1,0.9,32.34,0.24,0,0
63013,1,0,0,0,0,63,1.0201746,-66.204483,138,1,1.1,0.9,32.38,0.25,0,0
63014,1,0,0,0,0,63,1.0341353,-71.638957,69,1,1.1,0.9,32.88,0.39,0,0
63015,1,39.77,8.24,0,0,63,1.0339412,-71.660736,69,1,1.1,0.9,32.89,0.39,0,0
63016,1,0,0,0,0,63,1.0399235,-71.52913,69,1,1.1,0.9,32.76,0.34,0,0
63017,1,39.77,10.52,0,0,63,1.0397195,-71.551962,69,1,1.1,0.9,32.76,0.34,0,0
63018,1,33.58,5.01,0,0,63,1.030608,-70.503368,69,1,1.1,0.9,32.65,0.45,0,0
63019,1,0,0,0,0,63,1.0407988,-70.777975,69,1,1.1,0.9,32.41,0.33,0,0
63020,1,0,0,0,0,63,1.0409266,-70.760306,69,1,1.1,0.9,32.41,0.32,0,0
63021,1,33.58,4.74,0,0,63,1.0406652,-70.795179,69,1,1.1,0.9,32.42,0.33,0,0
63022,1,15.18,7.26,0,0,63,1.0279856,-68.821393,69,1,1.1,0.9,32.86,0.52,0,0
63023,1,0,0,0,0,63,1.028063,-70.929298,69,1,1.1,0.9,33.61,0.43,0,0
63024,1,7.02,3.01,0,0,63,1.0280143,-70.932822,69,1,1.1,0.9,33.62,0.43,0,0
63025,1,10.26,3.97,0,0,63,1.0398791,-70.927163,69,1,1.1,0.9,32.64,0.35,0,0
63026,1,52.9,5.3,0,0,63,1.0336719,-73.654687,69,1,1.1,0.9,33.49,0.3,0,0
63027,1,0,0,0,0,63,1.0417513,-69.39208,138,1,1.1,0.9,32.68,0.14,0,0
63028,1,52.9,19.44,0,0,63,1.0414069,-69.419389,138,1,1.1,0.9,32.69,0.14,0,0
63029,1,36.38,3.04,0,0,63,1.0341661,-72.497742,69,1,1.1,0.9,33.15,0.34,0,0
63030,1,0,0,0,0,63,1.03358,-73.209365,69,1,1.1,0.9,33.29,0.35,0,0
63031,1,36.38,3.66,0,0,63,1.0334477,-73.228355,69,1,1.1,0.9,33.3,0.35,0,0
63032,1,38.63,4.63,0,0,63,1.0380056,-72.371689,69,1,1.1,0.9,33,0.33,0,0
63033,1,41.34,14.05,0,0,63,1.036659,-70.350778,138,1,1.1,0.9,33,0.22,0,0
63034,1,7.37,2.13,0,0,63,1.0385969,-72.149316,69,1,1.1,0.9,33.62,0.35,0,0
63035,1,0,0,0,0,63,1.038641,-72.145046,69,1,1.1,0.9,33.62,0.35,0,0
63036,1,37.05,2.17,0,0,63,1.0323334,-71.196205,69,1,1.1,0.9,33.06,0.39,0,0
63037,1,37.05,6,0,0,63,1.0359613,-72.196128,69,1,1.1,0.9,33.01,0.36,0,0
63038,1,15.94,0.78,0,0,63,1.028077,-71.606428,69,1,1.1,0.9,33.78,0.41,0,0
63039,1,0,0,0,0,63,1.026821,-71.786863,138,1,1.1,0.9,33.03,0.32,0,0
63040,1,0,0,0,0,63,1.0213314,-73.6107,69,1,1.1,0.9,33.42,0.48,0,0
63041,1,0,0,0,0,63,1.0272579,-71.73649,138,1,1.1,0.9,33.02,0.32,0,0
63042,1,70.31,17.71,0,0,63,1.0264233,-71.828384,138,1,1.1,0.9,33.05,0.33,0,0
63043,1,0,0,0,0,63,1.026821,-71.786863,138,1,1.1,0.9,33.03,0.32,0,0
63044,1,0,0,0,-156,63,1.0435266,-67.335117,500,1,1.1,0.9,32.54,0.09,0,0
63045,1,0,0,0,0,63,1.0372721,-70.305831,138,1,1.1,0.9,32.71,0.23,0,0
63046,1,0,0,0,0,63,1.0298844,-72.542397,69,1,1.1,0.9,32.89,0.37,0,0
63047,1,70.31,11.35,0,0,63,1.0432579,-67.377456,500,1,1.1,0.9,32.54,0.09,0,0
63048,1,0,0,0,0,63,1.0221955,-72.890331,69,1,1.1,0.9,33.7,0.46,0,0
63049,1,36.8,6.58,0,0,63,1.022016,-72.911679,69,1,1.1,0.9,33.71,0.47,0,0
63050,1,36.8,12.93,0,0,63,1.0180457,-73.818975,69,1,1.1,0.9,33.56,0.52,0,0
63051,1,55.57,19.54,0,0,63,1.033606,-69.203903,138,1,1.1,0.9,32.71,0.17,0,0
63052,1,64.86,22.99,0,0,63,1.0481924,-68.256345,138,1,1.1,0.9,32.46,0.11,0,0
63053,1,0,0,0,0,63,1.0275054,-71.329172,69,1,1.1,0.9,33.32,0.45,0,0
63054,1,38.23,9.7,0,0,63,1.0273024,-71.35096,69,1,1.1,0.9,33.32,0.45,0,0
63055,1,0,0,0,0,63,1.015208,-66.802319,138,1,1.1,0.9,32.47,0.29,0,0
63056,1,38.23,10.6,0,0,63,1.0149891,-66.825834,138,1,1.1,0.9,32.48,0.29,0,0
63057,1,0,0,0,0,63,1.0154434,-66.778983,138,1,1.1,0.9,32.47,0.28,0,0
63058,1,11.15,3.55,0,0,63,1.0070274,-74.747959,69,1,1.1,0.9,34.44,0.66,0,0
63059,1,49.07,20.45,0,0,63,1.040223,-73.522563,69,1,1.1,0.9,33.24,0.25,0,0
63060,1,0,0,0,0,63,1.0317031,-69.779822,138,1,1.1,0.9,32.84,0.2,0,0
63061,1,0,0,0,0,63,1.0436701,-73.329392,69,1,1.1,0.9,33.13,0.2,0,0
63062,1,49.07,13.63,0,0,63,1.0314224,-69.806456,138,1,1.1,0.9,32.85,0.2,0,0
63063,1,0,0,0,0,63,1.0262211,-72.914814,69,1,1.1,0.9,33.08,0.39,0,0
63064,1,42.1,4.82,0,0,63,1.0260552,-72.937953,69,1,1.1,0.9,33.09,0.39,0,0
63065,1,42.1,10.08,0,0,63,1.034496,-74.084219,69,1,1.1,0.9,33.52,0.26,0,0
63066,1,24.75,14.28,0,0,63,1.0175548,-73.825098,69,1,1.1,0.9,33.55,0.53,0,0
63067,1,0,0,0,158,63,1.0448645,-64.33323,500,1,1.1,0.9,32.25,0.04,0,0
63068,1,0,0,0,0,63,1.0537246,-67.055167,138,1,1.1,0.9,32.24,0.08,0,0
63069,1,0,0,0,0,63,1.0443558,-64.124612,500,1,1.1,0.9,32.2,0.06,0,0
63070,1,51.48,14.89,0,0,63,1.0445715,-64.361491,500,1,1.1,0.9,32.26,0.04,0,0
63071,1,53.61,3.34,0,0,63,1.0260966,-70.08758,138,1,1.1,0.9,32.91,0.22,0,0
63072,1,0,0,0,0,63,1.0382271,-73.274348,69,1,1.1,0.9,33.26,0.25,0,0
63073,1,53.61,4.32,0,0,63,1.0380661,-73.304122,69,1,1.1,0.9,33.27,0.25,0,0
63074,1,0,0,0,0,63,1.0398792,-65.75721,500,1,1.1,0.9,32.37,0.08,0,0
63075,1,0,0,0,0,63,1.0442454,-68.980829,138,1,1.1,0.9,32.57,0.1,0,0
63076,1,0,0,0,0,63,1.0465381,-72.869419,69,1,1.1,0.9,32.99,0.16,0,0
63077,1,59.65,19.03,0,0,63,1.0395567,-65.787719,500,1,1.1,0.9,32.38,0.08,0,0
63078,1,0,0,0,0,63,1.0416242,-69.137104,138,1,1.1,0.9,32.63,0.12,0,0
63079,1,0,0,0,0,63,1.0280422,-73.764172,69,1,1.1,0.9,33.59,0.35,0,0
63080,1,59.65,9.09,0,0,63,1.0277788,-73.800346,69,1,1.1,0.9,33.6,0.35,0,0
63081,1,4.78,0.75,0,0,63,1.0037581,-75.025881,69,1,1.1,0.9,34.32,0.68,0,0
63082,1,35.32,8.61,0,0,63,1.003581,-75.046711,69,1,1.1,0.9,34.32,0.69,0,0
63083,1,36.93,4.35,0,0,63,1.0248561,-73.09918,69,1,1.1,0.9,33.17,0.43,0,0
63084,1,0,0,0,260,63,1.0444345,-66.013298,500,1,1.1,0.9,32.47,0.06,0,0
63085,1,0,0,0,0,63,1.0488066,-66.63603,345,1,1.1,0.9,32.52,0.08,0,0
63086,1,0,0,0,0,63,1.0546181,-69.629109,138,1,1.1,0.9,32.66,0.08,0,0
63087,1,0,0,0,0,63,1.0471696,-66.45631,345,1,1.1,0.9,32.49,0.11,0,0
63088,1,60.46,24.76,0,0,63,1.0483888,-66.665754,345,1,1.1,0.9,32.53,0.08,0,0
63089,1,0,0,0,0,63,1.0451971,-65.974959,500,1,1.1,0.9,32.45,0.05,0,0
63090,1,60.46,8.86,0,0,63,1.0497723,-70.518326,138,1,1.1,0.9,32.82,0.11,0,0
63091,1,17.03,4.6,0,0,63,1.0195772,-73.733318,69,1,1.1,0.9,34.27,0.55,0,0
63092,1,0,0,0,0,63,1.0196632,-73.723766,69,1,1.1,0.9,34.27,0.55,0,0
63093,1,0,0,0,0,63,1.0395815,-69.424678,69,1,1.1,0.9,32.41,0.34,0,0
63094,1,20.48,5.13,0,0,63,1.0394811,-69.436985,69,1,1.1,0.9,32.41,0.34,0,0
63095,1,0,0,0,0,63,1.009391,-64.364202,138,1,1.1,0.9,32.23,0.31,0,0
63096,1,37.85,11.24,0,0,63,1.0091761,-64.387021,138,1,1.1,0.9,32.23,0.31,0,0
63097,1,0,0,0,0,63,0.9908827,-66.22329,138,1,1.1,0.9,32.55,0.41,0,0
63098,1,3.93,0.99,0,0,63,1.043848,-69.052775,69,1,1.1,0.9,32.48,0.32,0,0
63099,1,0,0,0,0,63,0.9915623,-66.157587,138,1,1.1,0.9,32.54,0.41,0,0
63100,1,0,0,0,0,63,0.9908827,-66.22329,138,1,1.1,0.9,32.55,0.41,0,0
63101,1,39.66,8.99,0,0,63,0.9906703,-66.248563,138,1,1.1,0.9,32.56,0.41,0,0
63102,1,45.58,8.74,0,0,63,1.0206886,-74.319616,69,1,1.1,0.9,33.76,0.48,0,0
63103,1,0,0,0,30,63,1.0370608,-75.678153,69,1,1.1,0.9,34.14,-0.02,0,0
63104,1,37.87,13.3,0,0,63,1.0159645,-78.442961,18,1,1.1,0.9,34.28,0.04,0,0
63105,1,0,0,0,0,63,1.0387184,-75.477802,18,1,1.1,0.9,34.13,-0.02,0,0
63106,1,0,0,0,0,63,1.0387184,-75.477802,1,1,1.1,0.9,34.13,-0.02,0,0
63107,1,0,0,0,0,63,1.0369784,-75.655303,69,1,1.1,0.9,34.14,-0.02,0,0
63108,1,0,0,0,0,63,1.0370608,-75.678153,69,1,1.1,0.9,34.14,-0.02,0,0
63109,1,0,0,0,0,63,1.0370608,-75.678153,69,1,1.1,0.9,34.14,-0.02,0,0
63110,1,0,0,0,0,63,1.0378527,-73.314343,69,1,1.1,0.9,33.23,0.3,0,0
63111,1,37.87,4.52,0,0,63,1.0377152,-73.335891,69,1,1.1,0.9,33.23,0.3,0,0
63112,1,34.23,13.7,0,0,63,1.0384558,-73.574251,69,1,1.1,0.9,33.28,0.27,0,0
63113,1,0,0,0,0,63,1.0363795,-69.577228,69,1,1.1,0.9,32.74,0.4,0,0
63114,1,6.48,1.86,0,0,63,1.036344,-69.580698,69,1,1.1,0.9,32.74,0.4,0,0
63115,1,72.79,19.38,0,0,63,1.0261306,-68.738331,138,1,1.1,0.9,32.73,0.19,0,0
63116,1,0,0,0,0,63,1.0261569,-69.294273,138,1,1.1,0.9,32.82,0.19,0,0
63117,1,72.79,2.12,0,0,63,1.0259687,-69.340919,138,1,1.1,0.9,32.83,0.19,0,0
63118,1,0,0,0,0,63,1.0237437,-69.74837,138,1,1.1,0.9,32.93,0.2,0,0
63119,1,56.03,14.1,0,0,63,1.0410026,-72.887615,69,1,1.1,0.9,33.09,0.25,0,0
63120,1,0,0,0,0,63,1.0244047,-69.689592,138,1,1.1,0.9,32.91,0.2,0,0
63121,1,0,0,0,0,63,1.0414701,-72.742938,69,1,1.1,0.9,32.92,0.25,0,0
63122,1,57.88,13.79,0,0,63,1.0412043,-72.774588,69,1,1.1,0.9,32.93,0.25,0,0
63123,1,0,0,0,0,63,1.0417397,-72.711537,69,1,1.1,0.9,32.92,0.25,0,0
63124,1,45.19,27.16,0,0,63,1.0369085,-69.023249,69,1,1.1,0.9,32.1,0.42,0,0
63125,1,0,0,0,0,63,1.0372816,-69.002554,69,1,1.1,0.9,32.1,0.42,0,0
63126,1,0,0,0,0,63,1.033086,-72.542436,69,1,1.1,0.9,33.04,0.39,0,0
63127,1,37.07,13.1,0,0,63,1.0328613,-72.563683,69,1,1.1,0.9,33.05,0.4,0,0
63128,1,0,0,0,594,63,1.0398024,-66.77034,500,1,1.1,0.9,32.61,0.04,0,0
63129,1,0,0,0,0,63,1.0401216,-68.804812,138,1,1.1,0.9,32.64,0.07,0,0
63130,1,71.59,9.66,0,0,63,1.0395047,-66.812621,500,1,1.1,0.9,32.62,0.05,0,0
63131,1,0,0,0,0,63,1.0415997,-65.943924,500,1,1.1,0.9,32.38,0.07,0,0
63132,1,0,0,0,0,63,1.0398024,-66.77034,500,1,1.1,0.9,32.61,0.04,0,0
63133,1,0,0,0,0,63,1.0183243,-69.818113,138,1,1.1,0.9,32.87,0.28,0,0
63134,1,0,0,0,0,63,1.0398107,-73.17607,69,1,1.1,0.9,33.15,0.29,0,0
63135,1,71.59,19.48,0,0,63,1.017906,-69.860183,138,1,1.1,0.9,32.89,0.28,0,0
63136,1,0,0,0,0,63,1.0194296,-69.709804,138,1,1.1,0.9,32.84,0.27,0,0
63137,1,0,0,0,0,63,1.0315058,-72.571316,69,1,1.1,0.9,33.15,0.41,0,0
63138,1,38.73,14.01,0,0,63,1.03126,-72.592169,69,1,1.1,0.9,33.16,0.41,0,0
63139,1,0,0,0,0,63,1.0317415,-72.550919,69,1,1.1,0.9,33.14,0.4,0,0
63140,1,0,0,0,0,63,1.0377386,-74.072553,69,1,1.1,0.9,33.42,0.28,0,0
63141,1,38.73,8.46,0,0,63,1.0375411,-74.096046,69,1,1.1,0.9,33.43,0.28,0,0
63142,1,38.19,15.01,0,0,63,1.0309848,-71.736342,69,1,1.1,0.9,32.94,0.42,0,0
63143,1,0,0,0,0,63,1.038378,-73.779031,69,1,1.1,0.9,33.36,0.29,0,0
63144,1,38.19,11.08,0,0,63,1.0381688,-73.79921,69,1,1.1,0.9,33.37,0.29,0,0
63145,1,0,0,0,0,63,1.0386018,-73.75902,69,1,1.1,0.9,33.35,0.28,0,0
63146,1,0,0,0,0,63,1.0362463,-72.133119,69,1,1.1,0.9,33.01,0.34,0,0
63147,1,52.16,4.1,0,0,63,1.0360928,-72.161697,69,1,1.1,0.9,33.02,0.34,0,0
63148,1,49,21.41,0,0,63,1.0366,-73.380505,69,1,1.1,0.9,33.35,0.28,0,0
63149,1,0,0,0,0,63,1.0237327,-68.784235,138,1,1.1,0.9,32.6,0.24,0,0
63150,1,47.75,23.8,0,0,63,1.0233326,-68.810791,138,1,1.1,0.9,32.61,0.24,0,0
63151,1,0,0,0,0,63,1.0337465,-74.431636,69,1,1.1,0.9,33.65,0.31,0,0
63152,1,36.39,24.31,0,0,63,1.0333835,-74.450189,69,1,1.1,0.9,33.66,0.31,0,0
63153,1,0,0,0,0,63,1.0358928,-74.721197,69,1,1.1,0.9,33.65,0.28,0,0
63154,1,36.39,1.67,0,0,63,1.0357869,-74.743453,69,1,1.1,0.9,33.66,0.28,0,0
63155,1,43.6,8.91,0,0,63,1.0381537,-73.440439,69,1,1.1,0.9,33.19,0.29,0,0
63156,1,0,0,0,0,63,1.0383595,-73.414357,69,1,1.1,0.9,33.18,0.29,0,0
63157,1,43.6,13.15,0,0,63,1.0375592,-74.673318,69,1,1.1,0.9,33.65,0.25,0,0
63158,1,0,0,0,0,63,1.0310271,-69.611947,138,1,1.1,0.9,32.88,0.15,0,0
63159,1,0,0,0,0,63,1.0457213,-73.442073,69,1,1.1,0.9,33.09,0.21,0,0
63160,1,63.19,14.48,0,0,63,1.0307419,-69.644998,138,1,1.1,0.9,32.89,0.15,0,0
63161,1,0,0,0,0,63,1.0327805,-69.433771,138,1,1.1,0.9,32.82,0.13,0,0
63162,1,0,0,0,0,63,1.0334755,-74.579049,69,1,1.1,0.9,33.7,0.31,0,0
63163,1,0,0,0,0,63,1.0334755,-74.579049,13.8,1,1.1,0.9,33.7,0.31,0,0
63164,1,0,0,0,0,63,1.0334755,-74.579049,13.8,1,1.1,0.9,33.7,0.31,0,0
63165,1,0,0,0,0,63,1.0334755,-74.579049,1,1,1.1,0.9,33.7,0.31,0,0
